timestamp,batch_id,status,user_token,total_requests,completed_requests,failed_requests,created_at,completed_at,input_file_id,output_file_id,remaining_balance,completion_window,endpoint,metadata,time_since_last_log,completed_increment,failed_increment,time_per_request,processing_rate,overall_processing_rate,estimated_remaining_time,total_elapsed_time
2024-07-19T10:21:45.476728,batch_CfNoy5BTnobfTeCrc693X3vN,validating,1SCuTR1vPVRMvX6T9YdzJw,0,0,0,2024-07-19T10:21:45,,file-1MQRKy6k4pOFlEQp7eQ6j80I,,96,24h,/v1/chat/completions,"{""user_token"": ""1SCuTR1vPVRMvX6T9YdzJw""}",0.0,0,0,0,0,0.0,0,0.4767279624938965
2024-07-19T10:22:00.786422,batch_CfNoy5BTnobfTeCrc693X3vN,completed,1SCuTR1vPVRMvX6T9YdzJw,4,4,0,2024-07-19T10:21:45,2024-07-19T10:21:54,file-1MQRKy6k4pOFlEQp7eQ6j80I,file-q2w8ttfPsqOJnSFQXMDUaERe,96,24h,/v1/chat/completions,"{""user_token"": ""1SCuTR1vPVRMvX6T9YdzJw""}",15.309694051742554,4,0,3.8274235129356384,0.2612723668076645,0.2533823051475968,0.0,15.78642201423645
2024-07-19T10:25:54.712490,batch_cOULS2cXNkOYGmknMPU6FpZQ,validating,0S-ULOWo8nUMt9Va4n38Hg,0,0,0,2024-07-19T10:25:54,,file-OBKCQGI0w7V8hnDH4KNdNBC6,,96,24h,/v1/chat/completions,"{""user_token"": ""0S-ULOWo8nUMt9Va4n38Hg""}",0.0,0,0,0,0,0.0,0,0.7124900817871094
2024-07-19T10:26:09.967509,batch_cOULS2cXNkOYGmknMPU6FpZQ,completed,0S-ULOWo8nUMt9Va4n38Hg,4,4,0,2024-07-19T10:25:54,2024-07-19T10:26:06,file-OBKCQGI0w7V8hnDH4KNdNBC6,file-K3UGRx1iwfIgorqbi7K0DGtz,96,24h,/v1/chat/completions,"{""user_token"": ""0S-ULOWo8nUMt9Va4n38Hg""}",15.255018949508667,4,0,3.8137547373771667,0.262208786055217,0.25050870440468426,0.0,15.967509031295776
2024-07-22T06:13:40.204989,batch_BBd30vHG5OewPp8t5NMVCZpa,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T06:13:39,,file-I4fg0WRX4mZnI6yJhOuLXrzN,,96,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,1.204988956451416
2024-07-22T06:15:01.558388,batch_BBd30vHG5OewPp8t5NMVCZpa,completed,x9z0oeGLYu36GQqAjte8kg,4,4,0,2024-07-22T06:13:39,2024-07-22T06:14:56,file-I4fg0WRX4mZnI6yJhOuLXrzN,file-4cEeWZrqqiSafW5XUyJYOpgh,96,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,4,0,0.0,0,0.048450558412714874,0.0,82.55838799476624
2024-07-22T06:44:16.291856,batch_jUGE3B7noEVxrSORaWPeOggh,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,1.291855812072754
2024-07-22T06:44:31.739237,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,5,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.447381258010864,5,0,3.0894762516021728,0.3236794584458805,0.29869939586052013,16.739237070083618,16.739237070083618
2024-07-22T06:44:47.029617,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,6,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.290379762649536,1,0,15.290379762649536,0.06540059929987761,0.18732662433439443,21.35307788848877,32.029616832733154
2024-07-22T06:45:02.253227,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.223610162734985,1,0,15.223610162734985,0.0656874413697116,0.14813803088350644,20.251382998057775,47.25322699546814
2024-07-22T06:45:17.478233,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.225006103515625,0,0,0,0,0.11203901987608958,26.776385613850184,62.478233098983765
2024-07-22T06:45:32.972431,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.494198083877563,0,0,0,0,0.08977532050505858,33.41675622122629,77.97243118286133
2024-07-22T06:45:48.161853,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.189421653747559,0,0,0,0,0.07513805046660986,39.92650835854667,93.16185283660889
2024-07-22T06:46:03.384587,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.222734212875366,0,0,0,0,0.06458482880784579,46.450537306921824,108.38458704948425
2024-07-22T06:46:18.594259,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.209671974182129,0,0,0,0,0.0566369348810903,52.96896815299988,123.59425902366638
2024-07-22T06:46:33.786424,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.19216513633728,0,0,0,0,0.050437209852239304,59.479896068573,138.78642416000366
2024-07-22T06:46:49.025880,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.239455938339233,0,0,0,0,0.045446907984103835,66.01109147071838,154.0258800983429
2024-07-22T06:47:04.210660,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,8,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.18477988243103,1,0,15.18477988243103,0.06585541626171426,0.047278345234921824,42.30266499519348,169.21065998077393
2024-07-22T06:47:19.400547,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,9,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.189887046813965,1,0,15.189887046813965,0.06583327426452108,0.04880679664498785,20.488949669731987,184.4005470275879
2024-07-22T06:47:34.591807,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,9,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.191259860992432,0,0,0,0,0.04509203128274769,22.17686743206448,199.59180688858032
2024-07-22T06:47:49.806216,batch_jUGE3B7noEVxrSORaWPeOggh,in_progress,x9z0oeGLYu36GQqAjte8kg,10,9,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.214409112930298,0,0,0,0,0.04189822886660183,23.867357333501182,214.80621600151062
2024-07-22T06:48:05.044400,batch_jUGE3B7noEVxrSORaWPeOggh,finalizing,x9z0oeGLYu36GQqAjte8kg,10,10,0,2024-07-22T06:44:15,,file-jr2ZmFMTNts7p87qJD8lt7oz,,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.238184213638306,1,0,15.238184213638306,0.065624616816549,0.04346986925414183,0.0,230.04440021514893
2024-07-22T06:48:20.355658,batch_jUGE3B7noEVxrSORaWPeOggh,completed,x9z0oeGLYu36GQqAjte8kg,10,10,0,2024-07-22T06:44:15,2024-07-22T06:48:05,file-jr2ZmFMTNts7p87qJD8lt7oz,file-F1vLjqKgWq2J2gsXKS775dyF,86,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.31125783920288,0,0,0,0,0.040757160765311454,0.0,245.3556580543518
2024-07-22T06:50:05.476244,batch_hKX6XJdmXdHilQLywjXbA96G,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T06:50:05,,file-jdjnVsvydDaYplZnmbCYjhvP,,76,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,0.4762439727783203
2024-07-22T06:50:20.745410,batch_hKX6XJdmXdHilQLywjXbA96G,in_progress,x9z0oeGLYu36GQqAjte8kg,10,7,0,2024-07-22T06:50:05,,file-jdjnVsvydDaYplZnmbCYjhvP,,76,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",15.269165992736816,7,0,2.1813094275338307,0.4584402319897325,0.44457400698559607,6.74803284236363,15.745409965515137
2024-07-22T07:33:10.512557,batch_hKX6XJdmXdHilQLywjXbA96G,completed,x9z0oeGLYu36GQqAjte8kg,10,10,0,2024-07-22T06:50:05,2024-07-22T07:17:26,file-jdjnVsvydDaYplZnmbCYjhvP,file-3smYvz47RvxBVFjWDlIsw5Lo,76,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,10,0,0.0,0,0.0038677050601866546,0.0,2585.512557029724
2024-07-22T09:15:42.329914,batch_vumOCawa0JFp3WRTpOGBP4Du,validating,x9z0oeGLYu36GQqAjte8kg,0,0,0,2024-07-22T09:15:41,,file-cz93OYSnSjLRWaZHSZ6nMW6F,,72,24h,/v1/chat/completions,"{""user_token"": ""x9z0oeGLYu36GQqAjte8kg""}",0.0,0,0,0,0,0.0,0,1.3299140930175781
